;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 14/05/2025 17:17:56
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x0000	0xFFFC2001  	537001980
0x3132	0x9C06    LDR	R4, [SP, #24]
0x3134	0x9B07    LDR	R3, [SP, #28]
0x3136	0x191C    ADDS	R4, R3, R4
0x3138	0xF89D3008  LDRB	R3, [SP, #8]
0x313C	0x7023    STRB	R3, [R4, #0]
0x313E	0x9B06    LDR	R3, [SP, #24]
0x3140	0x1C5B    ADDS	R3, R3, #1
0x3142	0x9306    STR	R3, [SP, #24]
;drv_uart.c, 477 :: 		size--;
0x3144	0x9B08    LDR	R3, [SP, #32]
0x3146	0x1E5B    SUBS	R3, R3, #1
0x3148	0x9308    STR	R3, [SP, #32]
;drv_uart.c, 478 :: 		}
0x314A	0xE7D0    B	L_uart_read86
;drv_uart.c, 462 :: 		while ( ( size > 0 ) && !ring_buf8_is_empty( ring ) )
L__uart_read129:
L__uart_read128:
;drv_uart.c, 480 :: 		return data_read;
0x314C	0x9806    LDR	R0, [SP, #24]
0x314E	0xE001    B	L_end_uart_read
;drv_uart.c, 482 :: 		} else {
L_uart_read77:
;drv_uart.c, 483 :: 		return UART_ERROR;
0x3150	0xF04F30FF  MOV	R0, #-1
;drv_uart.c, 484 :: 		}
;drv_uart.c, 485 :: 		}
L_end_uart_read:
0x3154	0xF8DDE000  LDR	LR, [SP, #0]
0x3158	0xB009    ADD	SP, SP, #36
0x315A	0x4770    BX	LR
; end of _uart_read
_hal_ll_module_configure_uart:
;hal_ll_uart.c, 543 :: 		hal_ll_err_t hal_ll_module_configure_uart( handle_t *handle ) {
0x1140	0xB083    SUB	SP, SP, #12
0x1142	0xF8CDE000  STR	LR, [SP, #0]
0x1146	0x4605    MOV	R5, R0
;hal_ll_uart.c, 544 :: 		hal_ll_uart_hw_specifics_map_local = hal_ll_get_specifics(hal_ll_uart_get_module_state_address);
0x1148	0x6828    LDR	R0, [R5, #0]
0x114A	0xF002FF1F  BL	hal_ll_uart_hal_ll_get_specifics+0
0x114E	0x4917    LDR	R1, [PC, #92]
0x1150	0x6008    STR	R0, [R1, #0]
;hal_ll_uart.c, 545 :: 		hal_ll_uart_handle_register_t *hal_handle = (hal_ll_uart_handle_register_t *)*handle;
0x1152	0x6829    LDR	R1, [R5, #0]
0x1154	0x460C    MOV	R4, R1
;hal_ll_uart.c, 546 :: 		uint8_t pin_check_result = hal_ll_uart_hw_specifics_map_local->module_index;
0x1156	0x1D01    ADDS	R1, R0, #4
0x1158	0x8809    LDRH	R1, [R1, #0]
0x115A	0xB2CD    UXTB	R5, R1
;hal_ll_uart.c, 548 :: 		hal_ll_uart_init( hal_ll_uart_hw_specifics_map_local );
0x115C	0x4601    MOV	R1, R0
0x115E	0xF88D5004  STRB	R5, [SP, #4]
0x1162	0x9402    STR	R4, [SP, #8]
0x1164	0x4608    MOV	R0, R1
0x1166	0xF001FD5D  BL	hal_ll_uart_hal_ll_uart_init+0
0x116A	0x9C02    LDR	R4, [SP, #8]
0x116C	0xF89D5004  LDRB	R5, [SP, #4]
;hal_ll_uart.c, 550 :: 		hal_ll_module_state[pin_check_result].hal_ll_uart_handle = (handle_t *)&hal_ll_uart_hw_specifics_map[pin_check_result].base;
0x1170	0x210C    MOVS	R1, #12
0x1172	0xFB01F205  MUL	R2, R1, R5
0x1176	0x490E    LDR	R1, [PC, #56]
0x1178	0x188B    ADDS	R3, R1, R2
0x117A	0x2124    MOVS	R1, #36
0x117C	0xFB01F205  MUL	R2, R1, R5
0x1180	0x490C    LDR	R1, [PC, #48]
0x1182	0x1889    ADDS	R1, R1, R2
0x1184	0x6019    STR	R1, [R3, #0]
;hal_ll_uart.c, 551 :: 		hal_ll_module_state[pin_check_result].init_ll_state = true;
0x1186	0x210C    MOVS	R1, #12
0x1188	0xFB01F205  MUL	R2, R1, R5
0x118C	0x4908    LDR	R1, [PC, #32]
0x118E	0x1889    ADDS	R1, R1, R2
0x1190	0xF2010208  ADDW	R2, R1, #8
0x1194	0x2101    MOVS	R1, #1
0x1196	0x7011    STRB	R1, [R2, #0]
;hal_ll_uart.c, 552 :: 		hal_handle->init_ll_state = true;
0x1198	0xF2040208  ADDW	R2, R4, #8
0x119C	0x2101    MOVS	R1, #1
0x119E	0x7011    STRB	R1, [R2, #0]
;hal_ll_uart.c, 554 :: 		return HAL_LL_UART_SUCCESS;
0x11A0	0x2000    MOVS	R0, #0
;hal_ll_uart.c, 555 :: 		}
L_end_hal_ll_module_configure_uart:
0x11A2	0xF8DDE000  LDR	LR, [SP, #0]
0x11A6	0xB003    ADD	SP, SP, #12
0x11A8	0x4770    BX	LR
0x11AA	0xBF00    NOP
0x11AC	0x05BC2000  	hal_ll_uart_hal_ll_uart_hw_specifics_map_local+0
0x11B0	0x00C42000  	hal_ll_uart_hal_ll_module_state+0
0x11B4	0x010C2000  	hal_ll_uart_hal_ll_uart_hw_specifics_map+0
; end of _hal_ll_module_configure_uart
_hal_ll_uart_irq_enable:
;hal_ll_uart.c, 660 :: 		void hal_ll_uart_irq_enable( handle_t *handle, hal_ll_uart_irq_t irq ) {
0x106C	0xB082    SUB	SP, SP, #8
0x106E	0xF8CDE000  STR	LR, [SP, #0]
0x1072	0xB2CD    UXTB	R5, R1
;hal_ll_uart.c, 661 :: 		low_level_handle = hal_ll_uart_get_handle;
0x1074	0x6802    LDR	R2, [R0, #0]
0x1076	0x6813    LDR	R3, [R2, #0]
0x1078	0x4A29    LDR	R2, [PC, #164]
0x107A	0x6013    STR	R3, [R2, #0]
;hal_ll_uart.c, 662 :: 		hal_ll_uart_hw_specifics_map_local = hal_ll_get_specifics(hal_ll_uart_get_module_state_address);
0x107C	0x6800    LDR	R0, [R0, #0]
0x107E	0xF002FF85  BL	hal_ll_uart_hal_ll_get_specifics+0
0x1082	0x4A28    LDR	R2, [PC, #160]
0x1084	0x6010    STR	R0, [R2, #0]
;hal_ll_uart.c, 664 :: 		hal_ll_uart_base_handle_t *hal_ll_hw_reg = ( hal_ll_uart_base_handle_t *)hal_ll_uart_hw_specifics_map_local->base;
0x1086	0x6802    LDR	R2, [R0, #0]
0x1088	0x4610    MOV	R0, R2
;hal_ll_uart.c, 666 :: 		switch ( irq ) {
0x108A	0xE00E    B	L_hal_ll_uart_irq_enable6
;hal_ll_uart.c, 667 :: 		case HAL_LL_UART_IRQ_RX:
L_hal_ll_uart_irq_enable8:
;hal_ll_uart.c, 668 :: 		__HAL_LL_UART_ENABLE_IT( hal_ll_hw_reg, HAL_LL_UART_IT_RXNE );
0x108C	0xF200030C  ADDW	R3, R0, #12
0x1090	0x681A    LDR	R2, [R3, #0]
0x1092	0xF0420220  ORR	R2, R2, #32
0x1096	0x601A    STR	R2, [R3, #0]
;hal_ll_uart.c, 669 :: 		break;
0x1098	0xE00C    B	L_hal_ll_uart_irq_enable7
;hal_ll_uart.c, 671 :: 		case HAL_LL_UART_IRQ_TX:
L_hal_ll_uart_irq_enable9:
;hal_ll_uart.c, 672 :: 		__HAL_LL_UART_ENABLE_IT( hal_ll_hw_reg, HAL_LL_UART_IT_TXE );
0x109A	0xF200030C  ADDW	R3, R0, #12
0x109E	0x681A    LDR	R2, [R3, #0]
0x10A0	0xF0420280  ORR	R2, R2, #128
0x10A4	0x601A    STR	R2, [R3, #0]
;hal_ll_uart.c, 673 :: 		break;
0x10A6	0xE005    B	L_hal_ll_uart_irq_enable7
;hal_ll_uart.c, 675 :: 		default:
L_hal_ll_uart_irq_enable10:
;hal_ll_uart.c, 676 :: 		break;
0x10A8	0xE004    B	L_hal_ll_uart_irq_enable7
;hal_ll_uart.c, 677 :: 		}
L_hal_ll_uart_irq_enable6:
0x10AA	0x2D00    CMP	R5, #0
0x10AC	0xD0EE    BEQ	L_hal_ll_uart_irq_enable8
0x10AE	0x2D01    CMP	R5, #1
0x10B0	0xD0F3    BEQ	L_hal_ll_uart_irq_enable9
0x10B2	0xE7F9    B	L_hal_ll_uart_irq_enable10
L_hal_ll_uart_irq_enable7:
;hal_ll_uart.c, 679 :: 		switch ( hal_ll_uart_hw_specifics_map_local->module_index )
0x10B4	0x4A1B    LDR	R2, [PC, #108]
0x10B6	0x6812    LDR	R2, [R2, #0]
0x10B8	0x1D12    ADDS	R2, R2, #4
0x10BA	0x9201    STR	R2, [SP, #4]
0x10BC	0xE018    B	L_hal_ll_uart_irq_enable11
;hal_ll_uart.c, 682 :: 		case hal_ll_uart_module_num(UART_MODULE_1):
L_hal_ll_uart_irq_enable13:
;hal_ll_uart.c, 683 :: 		hal_ll_core_enable_irq( UART1_NVIC );
0x10BE	0x2035    MOVS	R0, #53
0x10C0	0xF7FFFE6E  BL	_hal_ll_core_enable_irq+0
;hal_ll_uart.c, 684 :: 		break;
0x10C4	0xE028    B	L_hal_ll_uart_irq_enable12
;hal_ll_uart.c, 687 :: 		case hal_ll_uart_module_num(UART_MODULE_2):
L_hal_ll_uart_irq_enable14:
;hal_ll_uart.c, 688 :: 		hal_ll_core_enable_irq( UART2_NVIC );
0x10C6	0x2036    MOVS	R0, #54
0x10C8	0xF7FFFE6A  BL	_hal_ll_core_enable_irq+0
;hal_ll_uart.c, 689 :: 		break;
0x10CC	0xE024    B	L_hal_ll_uart_irq_enable12
;hal_ll_uart.c, 692 :: 		case hal_ll_uart_module_num(UART_MODULE_3):
L_hal_ll_uart_irq_enable15:
;hal_ll_uart.c, 693 :: 		hal_ll_core_enable_irq( UART3_NVIC );
0x10CE	0x2037    MOVS	R0, #55
0x10D0	0xF7FFFE66  BL	_hal_ll_core_enable_irq+0
;hal_ll_uart.c, 694 :: 		break;
0x10D4	0xE020    B	L_hal_ll_uart_irq_enable12
;hal_ll_uart.c, 697 :: 		case hal_ll_uart_module_num(UART_MODULE_4):
L_hal_ll_uart_irq_enable16:
;hal_ll_uart.c, 698 :: 		hal_ll_core_enable_irq( UART4_NVIC );
0x10D6	0x2044    MOVS	R0, #68
0x10D8	0xF7FFFE62  BL	_hal_ll_core_enable_irq+0
;hal_ll_uart.c, 699 :: 		break;
0x10DC	0xE01C    B	L_hal_ll_uart_irq_enable12
;hal_ll_uart.c, 702 :: 		case hal_ll_uart_module_num(UART_MODULE_5):
L_hal_ll_uart_irq_enable17:
;hal_ll_uart.c, 703 :: 		hal_ll_core_enable_irq( UART5_NVIC );
0x10DE	0x2045    MOVS	R0, #69
0x10E0	0xF7FFFE5E  BL	_hal_ll_core_enable_irq+0
;hal_ll_uart.c, 704 :: 		break;
0x10E4	0xE018    B	L_hal_ll_uart_irq_enable12
;hal_ll_uart.c, 707 :: 		case hal_ll_uart_module_num(UART_MODULE_6):
L_hal_ll_uart_irq_enable18:
;hal_ll_uart.c, 708 :: 		hal_ll_core_enable_irq( UART6_NVIC );
0x10E6	0x2057    MOVS	R0, #87
0x10E8	0xF7FFFE5A  BL	_hal_ll_core_enable_irq+0
;hal_ll_uart.c, 709 :: 		break;
0x10EC	0xE014    B	L_hal_ll_uart_irq_enable12
;hal_ll_uart.c, 732 :: 		default:
L_hal_ll_uart_irq_enable19:
;hal_ll_uart.c, 733 :: 		break;
0x10EE	0xE013    B	L_hal_ll_uart_irq_enable12
;hal_ll_uart.c, 734 :: 		}
L_hal_ll_uart_irq_enable11:
0x10F0	0x9B01    LDR	R3, [SP, #4]
0x10F2	0x881A    LDRH	R2, [R3, #0]
0x10F4	0x2A00    CMP	R2, #0
0x10F6	0xD0E2    BEQ	L_hal_ll_uart_irq_enable13
0x10F8	0x881A    LDRH	R2, [R3, #0]
0x10FA	0x2A01    CMP	R2, #1
0x10FC	0xD0E3    BEQ	L_hal_ll_uart_irq_enable14
0x10FE	0x881A    LDRH	R2, [R3, #0]
0x1100	0x2A02    CMP	R2, #2
0x1102	0xD0E4    BEQ	L_hal_ll_uart_irq_enable15
0x1104	0x881A    LDRH	R2, [R3, #0]
0x1106	0x2A03    CMP	R2, #3
0x1108	0xD0E5    BEQ	L_hal_ll_uart_irq_enable16
0x110A	0x881A    LDRH	R2, [R3, #0]
0x110C	0x2A04    CMP	R2, #4
0x110E	0xD0E6    BEQ	L_hal_ll_uart_irq_enable17
0x1110	0x881A    LDRH	R2, [R3, #0]
0x1112	0x2A05    CMP	R2, #5
0x1114	0xD0E7    BEQ	L_hal_ll_uart_irq_enable18
0x1116	0xE7EA    B	L_hal_ll_uart_irq_enable19
L_hal_ll_uart_irq_enable12:
;hal_ll_uart.c, 735 :: 		}
L_end_hal_ll_uart_irq_enable:
0x1118	0xF8DDE000  LDR	LR, [SP, #0]
0x111C	0xB002    ADD	SP, SP, #8
0x111E	0x4770    BX	LR
0x1120	0x05B82000  	hal_ll_uart_low_level_handle+0
0x1124	0x05BC2000  	hal_ll_uart_hal_ll_uart_hw_specifics_map_local+0
; end of _hal_ll_uart_irq_enable
_hal_ll_core_enable_irq:
;hal_ll_core.c, 58 :: 		void hal_ll_core_enable_irq( uint8_t IRQn )
0x0DA0	0xB081    SUB	SP, SP, #4
0x0DA2	0xF8CDE000  STR	LR, [SP, #0]
;hal_ll_core.c, 60 :: 		hal_ll_core_port_nvic_enable_irq( IRQn );
0x0DA6	0xF7FFFC31  BL	_hal_ll_core_port_nvic_enable_irq+0
;hal_ll_core.c, 61 :: 		}
L_end_hal_ll_core_enable_irq:
0x0DAA	0xF8DDE000  LDR	LR, [SP, #0]
0x0DAE	0xB001    ADD	SP, SP, #4
0x0DB0	0x4770    BX	LR
; end of _hal_ll_core_enable_irq
_hal_ll_core_port_nvic_enable_irq:
;hal_ll_core_port.c, 48 :: 		void hal_ll_core_port_nvic_enable_irq( uint8_t IRQn )
0x060C	0xB081    SUB	SP, SP, #4
;hal_ll_core_port.c, 50 :: 		switch ( IRQn )
0x060E	0xE018    B	L_hal_ll_core_port_nvic_enable_irq0
;hal_ll_core_port.c, 52 :: 		case HAL_LL_CORE_IVT_INT_MEM_MANAGE:
L_hal_ll_core_port_nvic_enable_irq2:
;hal_ll_core_port.c, 53 :: 		set_reg_bit( HAL_LL_CORE_SCB_SHCRS, HAL_LL_CORE_IVT_MEMFAULTENA_BIT );
0x0610	0x4A2A    LDR	R2, [PC, #168]
0x0612	0x6811    LDR	R1, [R2, #0]
0x0614	0xF4413180  ORR	R1, R1, #65536
0x0618	0x6011    STR	R1, [R2, #0]
;hal_ll_core_port.c, 54 :: 		break;
0x061A	0xE01B    B	L_hal_ll_core_port_nvic_enable_irq1
;hal_ll_core_port.c, 55 :: 		case HAL_LL_CORE_IVT_INT_BUS_FAULT:
L_hal_ll_core_port_nvic_enable_irq3:
;hal_ll_core_port.c, 56 :: 		set_reg_bit( HAL_LL_CORE_SCB_SHCRS, HAL_LL_CORE_IVT_BUSFAULTENA_BIT );
0x061C	0x4A28    LDR	R2, [PC, #160]
0x061E	0x6811    LDR	R1, [R2, #0]
0x0620	0xF4413100  ORR	R1, R1, #131072
0x0624	0x6011    STR	R1, [R2, #0]
;hal_ll_core_port.c, 57 :: 		break;
0x0626	0xE015    B	L_hal_ll_core_port_nvic_enable_irq1
;hal_ll_core_port.c, 58 :: 		case HAL_LL_CORE_IVT_INT_USAGE_FAULT:
L_hal_ll_core_port_nvic_enable_irq4:
;hal_ll_core_port.c, 59 :: 		set_reg_bit( HAL_LL_CORE_SCB_SHCRS, HAL_LL_CORE_IVT_USGFAULTENA_BIT );
0x0628	0x4A26    LDR	R2, [PC, #152]
0x062A	0x6811    LDR	R1, [R2, #0]
0x062C	0xF4412180  ORR	R1, R1, #262144
0x0630	0x6011    STR	R1, [R2, #0]
;hal_ll_core_port.c, 60 :: 		break;
0x0632	0xE00F    B	L_hal_ll_core_port_nvic_enable_irq1
;hal_ll_core_port.c, 61 :: 		case HAL_LL_CORE_IVT_INT_SYS_TICK:
L_hal_ll_core_port_nvic_enable_irq5:
;hal_ll_core_port.c, 62 :: 		set_reg_bit( HAL_LL_CORE_STK_CTRL, HAL_LL_CORE_IVT_TICKINT_BIT );
0x0634	0x4A24    LDR	R2, [PC, #144]
0x0636	0x6811    LDR	R1, [R2, #0]
0x0638	0xF0410102  ORR	R1, R1, #2
0x063C	0x6011    STR	R1, [R2, #0]
;hal_ll_core_port.c, 63 :: 		break;
0x063E	0xE009    B	L_hal_ll_core_port_nvic_enable_irq1
;hal_ll_core_port.c, 65 :: 		default: // If none of the above, exit switch
L_hal_ll_core_port_nvic_enable_irq6:
;hal_ll_core_port.c, 66 :: 		break;
0x0640	0xE008    B	L_hal_ll_core_port_nvic_enable_irq1
;hal_ll_core_port.c, 67 :: 		}
L_hal_ll_core_port_nvic_enable_irq0:
0x0642	0x2804    CMP	R0, #4
0x0644	0xD0E4    BEQ	L_hal_ll_core_port_nvic_enable_irq2
0x0646	0x2805    CMP	R0, #5
0x0648	0xD0E8    BEQ	L_hal_ll_core_port_nvic_enable_irq3
0x064A	0x2806    CMP	R0, #6
0x064C	0xD0EC    BEQ	L_hal_ll_core_port_nvic_enable_irq4
0x064E	0x280F    CMP	R0, #15
0x0650	0xD0F0    BEQ	L_hal_ll_core_port_nvic_enable_irq5
0x0652	0xE7F5    B	L_hal_ll_core_port_nvic_enable_irq6
L_hal_ll_core_port_nvic_enable_irq1:
;hal_ll_core_port.c, 70 :: 		if ( IRQn >= 80 )
0x0654	0x2850    CMP	R0, #80
0x0656	0xD30E    BCC	L_hal_ll_core_port_nvic_enable_irq7
;hal_ll_core_port.c, 72 :: 		set_reg_bit( HAL_LL_CORE_NVIC_ISER_2, ( ( hal_ll_core_irq( IRQn ) ) & HAL_LL_CORE_IRQ_MASK ) );
0x0658	0xF2A00110  SUBW	R1, R0, #16
0x065C	0xB209    SXTH	R1, R1
0x065E	0xF001021F  AND	R2, R1, #31
0x0662	0xB212    SXTH	R2, R2
0x0664	0xF04F0101  MOV	R1, #1
0x0668	0xFA01F302  LSL	R3, R1, R2
0x066C	0x4A17    LDR	R2, [PC, #92]
0x066E	0x6811    LDR	R1, [R2, #0]
0x0670	0x4319    ORRS	R1, R3
0x0672	0x6011    STR	R1, [R2, #0]
;hal_ll_core_port.c, 73 :: 		} else if ( IRQn >= 48 ) {
0x0674	0xE020    B	L_hal_ll_core_port_nvic_enable_irq8
L_hal_ll_core_port_nvic_enable_irq7:
0x0676	0x2830    CMP	R0, #48
0x0678	0xD30E    BCC	L_hal_ll_core_port_nvic_enable_irq9
;hal_ll_core_port.c, 74 :: 		set_reg_bit( HAL_LL_CORE_NVIC_ISER_1, ( ( hal_ll_core_irq( IRQn ) ) & HAL_LL_CORE_IRQ_MASK ) );
0x067A	0xF2A00110  SUBW	R1, R0, #16
0x067E	0xB209    SXTH	R1, R1
0x0680	0xF001021F  AND	R2, R1, #31
0x0684	0xB212    SXTH	R2, R2
0x0686	0xF04F0101  MOV	R1, #1
0x068A	0xFA01F302  LSL	R3, R1, R2
0x068E	0x4A10    LDR	R2, [PC, #64]
0x0690	0x6811    LDR	R1, [R2, #0]
0x0692	0x4319    ORRS	R1, R3
0x0694	0x6011    STR	R1, [R2, #0]
;hal_ll_core_port.c, 75 :: 		} else if ( IRQn >= 16 ) {
0x0696	0xE00F    B	L_hal_ll_core_port_nvic_enable_irq10
L_hal_ll_core_port_nvic_enable_irq9:
0x0698	0x2810    CMP	R0, #16
0x069A	0xD30D    BCC	L_hal_ll_core_port_nvic_enable_irq11
;hal_ll_core_port.c, 76 :: 		set_reg_bit( HAL_LL_CORE_NVIC_ISER_0, ( ( hal_ll_core_irq( IRQn ) ) & HAL_LL_CORE_IRQ_MASK ) );
0x069C	0xF2A00110  SUBW	R1, R0, #16
0x06A0	0xB209    SXTH	R1, R1
0x06A2	0xF001021F  AND	R2, R1, #31
0x06A6	0xB212    SXTH	R2, R2
0x06A8	0xF04F0101  MOV	R1, #1
0x06AC	0xFA01F302  LSL	R3, R1, R2
0x06B0	0x4A08    LDR	R2, [PC, #32]
0x06B2	0x6811    LDR	R1, [R2, #0]
0x06B4	0x4319    ORRS	R1, R3
0x06B6	0x6011    STR	R1, [R2, #0]
;hal_ll_core_port.c, 77 :: 		}
L_hal_ll_core_port_nvic_enable_irq11:
L_hal_ll_core_port_nvic_enable_irq10:
L_hal_ll_core_port_nvic_enable_irq8:
;hal_ll_core_port.c, 78 :: 		}
L_end_hal_ll_core_port_nvic_enable_irq:
0x06B8	0xB001    ADD	SP, SP, #4
0x06BA	0x4770    BX	LR
0x06BC	0xED24E000  	3758157092
0x06C0	0xED24E000  	3758157092
0x06C4	0xED24E000  	3758157092
0x06C8	0xE010E000  	3758153744
0x06CC	0xE108E000  	3758153992
0x06D0	0xE104E000  	3758153988
0x06D4	0xE100E000  	3758153984
; end of _hal_ll_core_port_nvic_enable_irq
_Delay_1ms:
;__lib_delays.c, 108 :: 		void Delay_1ms()
0x1050	0xB081    SUB	SP, SP, #4
;__lib_delays.c, 110 :: 		Delay_ms( 1 );
0x1052	0xF64D27BE  MOVW	R7, #55998
0x1056	0xF2C00700  MOVT	R7, #0
L_Delay_1ms32:
0x105A	0x1E7F    SUBS	R7, R7, #1
0x105C	0xD1FD    BNE	L_Delay_1ms32
0x105E	0xBF00    NOP
0x1060	0xBF00    NOP
0x1062	0xBF00    NOP
0x1064	0xBF00    NOP
0x1066	0xBF00    NOP
;__lib_delays.c, 111 :: 		}
L_end_Delay_1ms:
0x1068	0xB001    ADD	SP, SP, #4
0x106A	0x4770    BX	LR
; end of _Delay_1ms
_hal_ll_core_disable_interrupts:
;hal_ll_core.c, 53 :: 		void hal_ll_core_disable_interrupts( void )
0x1044	0xB081    SUB	SP, SP, #4
;hal_ll_core.c, 55 :: 		hal_ll_core_disable_int_asm;
0x1046	0xB672    CPSID	i
;hal_ll_core.c, 56 :: 		}
L_end_hal_ll_core_disable_interrupts:
0x1048	0xB001    ADD	SP, SP, #4
0x104A	0x4770    BX	LR
; end of _hal_ll_core_disable_interrupts
_ring_buf8_pop:
;ring.c, 70 :: 		uint8_t ring_buf8_pop( ring_buf8_t *ring )
0x48C8	0xB082    SUB	SP, SP, #8
;ring.c, 73 :: 		assert( ring->size > 0 );
0x48CA	0xF2000108  ADDW	R1, R0, #8
0x48CE	0x6809    LDR	R1, [R1, #0]
0x48D0	0x2900    CMP	R1, #0
0x48D2	0xD900    BLS	L_ring_buf8_pop1
0x48D4	0xE7FF    B	L_ring_buf8_pop2
L_ring_buf8_pop1:
L_ring_buf8_pop2:
;ring.c, 75 :: 		result = ring->buffer[ ring->tail ];
0x48D6	0xF2000410  ADDW	R4, R0, #16
0x48DA	0x6822    LDR	R2, [R4, #0]
0x48DC	0x6801    LDR	R1, [R0, #0]
0x48DE	0x1889    ADDS	R1, R1, R2
0x48E0	0x7809    LDRB	R1, [R1, #0]
0x48E2	0xB2CD    UXTB	R5, R1
;ring.c, 76 :: 		ring->tail = ( ring->tail + 1 ) % ring->capacity;
0x48E4	0x1C53    ADDS	R3, R2, #1
0x48E6	0x1D01    ADDS	R1, R0, #4
0x48E8	0x680A    LDR	R2, [R1, #0]
0x48EA	0xFBB3F1F2  UDIV	R1, R3, R2
0x48EE	0xFB023111  MLS	R1, R2, R1, R3
0x48F2	0x6021    STR	R1, [R4, #0]
;ring.c, 77 :: 		ring->size--;
0x48F4	0xF2000208  ADDW	R2, R0, #8
0x48F8	0x6811    LDR	R1, [R2, #0]
0x48FA	0x1E49    SUBS	R1, R1, #1
0x48FC	0x6011    STR	R1, [R2, #0]
;ring.c, 79 :: 		return result;
0x48FE	0xB2E8    UXTB	R0, R5
;ring.c, 80 :: 		}
L_end_ring_buf8_pop:
0x4900	0xB002    ADD	SP, SP, #8
0x4902	0x4770    BX	LR
; end of _ring_buf8_pop
_ring_buf8_is_full:
;ring.c, 87 :: 		bool ring_buf8_is_full( ring_buf8_t *ring )
0x48AC	0xB081    SUB	SP, SP, #4
;ring.c, 89 :: 		return ring->size == ring->capacity;
0x48AE	0xF2000108  ADDW	R1, R0, #8
0x48B2	0x680A    LDR	R2, [R1, #0]
0x48B4	0x1D01    ADDS	R1, R0, #4
0x48B6	0x6809    LDR	R1, [R1, #0]
0x48B8	0x428A    CMP	R2, R1
0x48BA	0xF2400100  MOVW	R1, #0
0x48BE	0xD100    BNE	L__ring_buf8_is_full9
0x48C0	0x2101    MOVS	R1, #1
L__ring_buf8_is_full9:
0x48C2	0xB2C8    UXTB	R0, R1
;ring.c, 90 :: 		}
L_end_ring_buf8_is_full:
0x48C4	0xB001    ADD	SP, SP, #4
0x48C6	0x4770    BX	LR
; end of _ring_buf8_is_full
_memmove:
;cstring.c, 61 :: 		void * memmove( void * dest_ptr, const void * src_ptr, int num )
0x31CC	0xB081    SUB	SP, SP, #4
0x31CE	0x460C    MOV	R4, R1
;cstring.c, 66 :: 		dest_chr_ptr = dest_ptr;
0x31D0	0x4601    MOV	R1, R0
;cstring.c, 67 :: 		src_chr_ptr = src_ptr;
0x31D2	0x4625    MOV	R5, R4
;cstring.c, 70 :: 		( ( src_chr_ptr + num ) > dest_chr_ptr ) ) {
0x31D4	0x4284    CMP	R4, R0
0x31D6	0xD215    BCS	L__memmove113
0x31D8	0x18AB    ADDS	R3, R5, R2
0x31DA	0x428B    CMP	R3, R1
0x31DC	0xD912    BLS	L__memmove112
L__memmove111:
;cstring.c, 71 :: 		src_chr_ptr += num;
0x31DE	0x18AD    ADDS	R5, R5, R2
;cstring.c, 72 :: 		dest_chr_ptr += num;
0x31E0	0x188B    ADDS	R3, R1, R2
0x31E2	0x4619    MOV	R1, R3
0x31E4	0x460B    MOV	R3, R1
0x31E6	0xB211    SXTH	R1, R2
;cstring.c, 73 :: 		do {
0x31E8	0xE000    B	L_memmove12
L__memmove114:
;cstring.c, 75 :: 		} while ( --num );
0x31EA	0x4613    MOV	R3, R2
;cstring.c, 73 :: 		do {
L_memmove12:
;cstring.c, 74 :: 		*--dest_chr_ptr = *--src_chr_ptr;
0x31EC	0x1E5C    SUBS	R4, R3, #1
0x31EE	0x4622    MOV	R2, R4
0x31F0	0x1E6B    SUBS	R3, R5, #1
0x31F2	0x461D    MOV	R5, R3
0x31F4	0x781B    LDRB	R3, [R3, #0]
0x31F6	0x7023    STRB	R3, [R4, #0]
;cstring.c, 75 :: 		} while ( --num );
0x31F8	0x1E4B    SUBS	R3, R1, #1
0x31FA	0xB21B    SXTH	R3, R3
0x31FC	0xB219    SXTH	R1, R3
0x31FE	0x2B00    CMP	R3, #0
0x3200	0xD1F3    BNE	L__memmove114
;cstring.c, 76 :: 		} else {
0x3202	0xE010    B	L_memmove15
;cstring.c, 70 :: 		( ( src_chr_ptr + num ) > dest_chr_ptr ) ) {
L__memmove113:
L__memmove112:
;cstring.c, 77 :: 		if ( num )
0x3204	0xB17A    CBZ	R2, L__memmove116
0x3206	0x462C    MOV	R4, R5
0x3208	0x460D    MOV	R5, R1
0x320A	0xB211    SXTH	R1, R2
;cstring.c, 78 :: 		do {
0x320C	0xE7FF    B	L_memmove17
L__memmove115:
;cstring.c, 80 :: 		} while ( --num );
;cstring.c, 78 :: 		do {
L_memmove17:
;cstring.c, 79 :: 		*dest_chr_ptr++ = *src_chr_ptr++;
0x320E	0x7823    LDRB	R3, [R4, #0]
0x3210	0x702B    STRB	R3, [R5, #0]
0x3212	0x1C6B    ADDS	R3, R5, #1
0x3214	0x461D    MOV	R5, R3
0x3216	0x1C63    ADDS	R3, R4, #1
0x3218	0x461C    MOV	R4, R3
;cstring.c, 80 :: 		} while ( --num );
0x321A	0x1E4B    SUBS	R3, R1, #1
0x321C	0xB21B    SXTH	R3, R3
0x321E	0xB219    SXTH	R1, R3
0x3220	0x2B00    CMP	R3, #0
0x3222	0xD1F4    BNE	L__memmove115
0x3224	0xE7FF    B	L_memmove16
L__memmove116:
;cstring.c, 77 :: 		if ( num )
;cstring.c, 80 :: 		} while ( --num );
